depth,reading,treatment,id,rep,date,air,water,sf,a,b,c,x
125,139930,SP,1,1,23/10/2013,164185,118257,0.528109214,0.475,0.418,0,0.56
115,139820,SP,1,1,23/10/2013,164185,118257,0.530504268,0.475,0.418,0,0.56
105,138050,SP,1,1,23/10/2013,164185,118257,0.56904285,0.475,0.418,0,0.58
95,137030,SP,1,1,23/10/2013,164185,118257,0.591251524,0.475,0.418,0,0.59
85,141380,SP,1,1,23/10/2013,164185,118257,0.49653806,0.475,0.418,0,0.55
75,145640,SP,1,1,23/10/2013,164185,118257,0.403784184,0.475,0.418,0,0.5
65,143210,SP,1,1,23/10/2013,164185,118257,0.456693085,0.475,0.418,0,0.53
55,147020,SP,1,1,23/10/2013,164185,118257,0.373737154,0.475,0.418,0,0.49
45,145700,SP,1,1,23/10/2013,164185,118257,0.402477791,0.475,0.418,0,0.5
35,143870,SP,1,1,23/10/2013,164185,118257,0.442322766,0.475,0.418,0,0.52
25,141670,SP,1,1,23/10/2013,164185,118257,0.490223829,0.475,0.418,0,0.54
15,145270,SP,1,1,23/10/2013,164185,118257,0.411840272,0.475,0.418,0,0.51
5,149580,SP,1,1,23/10/2013,164185,118257,0.317997736,0.475,0.418,0,0.45
125,140280,SP,1,2,23/10/2013,164185,118257,0.520488591,0.475,0.418,0,0.56
115,140050,SP,1,2,23/10/2013,164185,118257,0.525496429,0.475,0.418,0,0.56
105,137800,SP,1,2,23/10/2013,164185,118257,0.574486152,0.475,0.418,0,0.58
95,137470,SP,1,2,23/10/2013,164185,118257,0.581671312,0.475,0.418,0,0.58
85,141900,SP,1,2,23/10/2013,164185,118257,0.48521599,0.475,0.418,0,0.54
75,147780,SP,1,2,23/10/2013,164185,118257,0.357189514,0.475,0.418,0,0.48
65,145090,SP,1,2,23/10/2013,164185,118257,0.41575945,0.475,0.418,0,0.51
55,147270,SP,1,2,23/10/2013,164185,118257,0.368293851,0.475,0.418,0,0.48
45,145770,SP,1,2,23/10/2013,164185,118257,0.400953667,0.475,0.418,0,0.5
35,144480,SP,1,2,23/10/2013,164185,118257,0.429041108,0.475,0.418,0,0.51
25,143090,SP,1,2,23/10/2013,164185,118257,0.45930587,0.475,0.418,0,0.53
15,145520,SP,1,2,23/10/2013,164185,118257,0.406396969,0.475,0.418,0,0.5
5,145700,SP,1,2,23/10/2013,164185,118257,0.402477791,0.475,0.418,0,0.5
125,140050,SP,1,3,23/10/2013,164185,118257,0.525496429,0.475,0.418,0,0.56
115,138910,SP,1,3,23/10/2013,164185,118257,0.550317889,0.475,0.418,0,0.57
105,138410,SP,1,3,23/10/2013,164185,118257,0.561204494,0.475,0.418,0,0.58
95,137580,SP,1,3,23/10/2013,164185,118257,0.579276258,0.475,0.418,0,0.58
85,146010,SP,1,3,23/10/2013,164185,118257,0.395728096,0.475,0.418,0,0.5
75,146010,SP,1,3,23/10/2013,164185,118257,0.395728096,0.475,0.418,0,0.5
65,143810,SP,1,3,23/10/2013,164185,118257,0.443629159,0.475,0.418,0,0.52
55,147080,SP,1,3,23/10/2013,164185,118257,0.372430761,0.475,0.418,0,0.48
45,146010,SP,1,3,23/10/2013,164185,118257,0.395728096,0.475,0.418,0,0.5
35,144350,SP,1,3,23/10/2013,164185,118257,0.431871625,0.475,0.418,0,0.52
25,143090,SP,1,3,23/10/2013,164185,118257,0.45930587,0.475,0.418,0,0.53
15,145890,SP,1,3,23/10/2013,164185,118257,0.398340881,0.475,0.418,0,0.5
5,147900,SP,1,3,23/10/2013,164185,118257,0.354576729,0.475,0.418,0,0.47
125,140620,PA,2,1,23/10/2013,164185,118257,0.513085699,0.475,0.418,0,0.55
115,138910,PA,2,1,23/10/2013,164185,118257,0.550317889,0.475,0.418,0,0.57
105,138300,PA,2,1,23/10/2013,164185,118257,0.563599547,0.475,0.418,0,0.58
95,142260,PA,2,1,23/10/2013,164185,118257,0.477377635,0.475,0.418,0,0.54
85,141030,PA,2,1,23/10/2013,164185,118257,0.504158683,0.475,0.418,0,0.55
75,140160,PA,2,1,23/10/2013,164185,118257,0.523101376,0.475,0.418,0,0.56
65,139030,PA,2,1,23/10/2013,164185,118257,0.547705104,0.475,0.418,0,0.57
55,138740,PA,2,1,23/10/2013,164185,118257,0.554019335,0.475,0.418,0,0.57
45,138690,PA,2,1,23/10/2013,164185,118257,0.555107995,0.475,0.418,0,0.57
35,139710,PA,2,1,23/10/2013,164185,118257,0.532899321,0.475,0.418,0,0.56
25,143210,PA,2,1,23/10/2013,164185,118257,0.456693085,0.475,0.418,0,0.53
15,144600,PA,2,1,23/10/2013,164185,118257,0.426428323,0.475,0.418,0,0.51
5,146890,PA,2,1,23/10/2013,164185,118257,0.376567671,0.475,0.418,0,0.49
125,144290,SP,2,1,23/10/2013,164185,118257,0.433178018,0.475,0.418,0,0.52
115,142850,SP,2,1,23/10/2013,164185,118257,0.464531441,0.475,0.418,0,0.53
105,143810,SP,2,1,23/10/2013,164185,118257,0.443629159,0.475,0.418,0,0.52
95,142610,SP,2,1,23/10/2013,164185,118257,0.469757011,0.475,0.418,0,0.53
85,146890,SP,2,1,23/10/2013,164185,118257,0.376567671,0.475,0.418,0,0.49
75,146510,SP,2,1,23/10/2013,164185,118257,0.384841491,0.475,0.418,0,0.49
65,147650,SP,2,1,23/10/2013,164185,118257,0.360020031,0.475,0.418,0,0.48
55,149450,SP,2,1,23/10/2013,164185,118257,0.320828253,0.475,0.418,0,0.46
45,146760,SP,2,1,23/10/2013,164185,118257,0.379398188,0.475,0.418,0,0.49
35,145770,SP,2,1,23/10/2013,164185,118257,0.400953667,0.475,0.418,0,0.5
25,149520,SP,2,1,23/10/2013,164185,118257,0.319304128,0.475,0.418,0,0.45
15,143210,SP,2,1,23/10/2013,164185,118257,0.456693085,0.475,0.418,0,0.53
5,153190,SP,2,1,23/10/2013,164185,118257,0.239396447,0.475,0.418,0,0.4
125,132010,PA,3,1,23/10/2013,164185,118257,0.70055304,0.475,0.418,0,0.63
115,135780,PA,3,1,23/10/2013,164185,118257,0.618468037,0.475,0.418,0,0.6
105,137690,PA,3,1,23/10/2013,164185,118257,0.576881205,0.475,0.418,0,0.58
95,139480,PA,3,1,23/10/2013,164185,118257,0.537907159,0.475,0.418,0,0.57
85,146760,PA,3,1,23/10/2013,164185,118257,0.379398188,0.475,0.418,0,0.49
75,144170,PA,3,1,23/10/2013,164185,118257,0.435790803,0.475,0.418,0,0.52
65,142140,PA,3,1,23/10/2013,164185,118257,0.47999042,0.475,0.418,0,0.54
55,141730,PA,3,1,23/10/2013,164185,118257,0.488917436,0.475,0.418,0,0.54
45,148430,PA,3,1,23/10/2013,164185,118257,0.343036927,0.475,0.418,0,0.47
35,144170,PA,3,1,23/10/2013,164185,118257,0.435790803,0.475,0.418,0,0.52
25,144720,PA,3,1,23/10/2013,164185,118257,0.423815537,0.475,0.418,0,0.51
15,142480,PA,3,1,23/10/2013,164185,118257,0.472587528,0.475,0.418,0,0.54
5,147140,PA,3,1,23/10/2013,164185,118257,0.371124369,0.475,0.418,0,0.48
85,142910,SP,3,1,23/10/2013,164185,118257,0.463225048,0.475,0.418,0,0.53
75,145600,SP,3,1,23/10/2013,164185,118257,0.404655112,0.475,0.418,0,0.5
65,141090,SP,3,1,23/10/2013,164185,118257,0.502852291,0.475,0.418,0,0.55
55,139880,SP,3,1,23/10/2013,164185,118257,0.529197875,0.475,0.418,0,0.56
45,145520,SP,3,1,23/10/2013,164185,118257,0.406396969,0.475,0.418,0,0.5
35,145700,SP,3,1,23/10/2013,164185,118257,0.402477791,0.475,0.418,0,0.5
25,139930,SP,3,1,23/10/2013,164185,118257,0.528109214,0.475,0.418,0,0.56
15,138070,SP,3,1,23/10/2013,164185,118257,0.568607385,0.475,0.418,0,0.58
5,148420,SP,3,1,23/10/2013,164185,118257,0.343254659,0.475,0.418,0,0.47
95,143930,FW,3,1,23/10/2013,164185,118257,0.441016373,0.475,0.418,0,0.52
85,144290,FW,3,1,23/10/2013,164185,118257,0.433178018,0.475,0.418,0,0.52
75,147020,FW,3,1,23/10/2013,164185,118257,0.373737154,0.475,0.418,0,0.49
65,145390,FW,3,1,23/10/2013,164185,118257,0.409227487,0.475,0.418,0,0.5
55,147900,FW,3,1,23/10/2013,164185,118257,0.354576729,0.475,0.418,0,0.47
45,147020,FW,3,1,23/10/2013,164185,118257,0.373737154,0.475,0.418,0,0.49
35,142610,FW,3,1,23/10/2013,164185,118257,0.469757011,0.475,0.418,0,0.53
25,141200,FW,3,1,23/10/2013,164185,118257,0.500457237,0.475,0.418,0,0.55
15,144780,FW,3,1,23/10/2013,164185,118257,0.422509145,0.475,0.418,0,0.51
5,150370,FW,3,1,23/10/2013,164185,118257,0.300796899,0.475,0.418,0,0.44
125,140110,FW,2,1,23/10/2013,164185,118257,0.524190037,0.475,0.418,0,0.56
115,139250,FW,2,1,23/10/2013,164185,118257,0.542914997,0.475,0.418,0,0.57
105,139820,FW,2,1,23/10/2013,164185,118257,0.530504268,0.475,0.418,0,0.56
95,141090,FW,2,1,23/10/2013,164185,118257,0.502852291,0.475,0.418,0,0.55
85,142910,FW,2,1,23/10/2013,164185,118257,0.463225048,0.475,0.418,0,0.53
75,144410,FW,2,1,23/10/2013,164185,118257,0.430565233,0.475,0.418,0,0.52
65,142310,FW,2,1,23/10/2013,164185,118257,0.476288974,0.475,0.418,0,0.54
55,143450,FW,2,1,23/10/2013,164185,118257,0.451467514,0.475,0.418,0,0.53
45,144290,FW,2,1,23/10/2013,164185,118257,0.433178018,0.475,0.418,0,0.52
35,144600,FW,2,1,23/10/2013,164185,118257,0.426428323,0.475,0.418,0,0.51
25,137690,FW,2,1,23/10/2013,164185,118257,0.576881205,0.475,0.418,0,0.58
15,136640,FW,2,1,23/10/2013,164185,118257,0.599743076,0.475,0.418,0,0.59
5,149320,FW,2,1,23/10/2013,164185,118257,0.32365877,0.475,0.418,0,0.46
125,132370,PA,1,1,23/10/2013,164185,118257,0.692714684,0.475,0.418,0,0.63
115,135940,PA,1,1,23/10/2013,164185,118257,0.614984323,0.475,0.418,0,0.6
105,137800,PA,1,1,23/10/2013,164185,118257,0.574486152,0.475,0.418,0,0.58
95,136810,PA,1,1,23/10/2013,164185,118257,0.59604163,0.475,0.418,0,0.59
85,140740,PA,1,1,23/10/2013,164185,118257,0.510472914,0.475,0.418,0,0.55
75,141790,PA,1,1,23/10/2013,164185,118257,0.487611043,0.475,0.418,0,0.54
65,142080,PA,1,1,23/10/2013,164185,118257,0.481296812,0.475,0.418,0,0.54
55,139080,PA,1,1,23/10/2013,164185,118257,0.546616443,0.475,0.418,0,0.57
45,137250,PA,1,1,23/10/2013,164185,118257,0.586461418,0.475,0.418,0,0.59
35,138800,PA,1,1,23/10/2013,164185,118257,0.552712942,0.475,0.418,0,0.57
25,137030,PA,1,1,23/10/2013,164185,118257,0.591251524,0.475,0.418,0,0.59
15,136970,PA,1,1,23/10/2013,164185,118257,0.592557917,0.475,0.418,0,0.59
5,148800,PA,1,1,23/10/2013,164185,118257,0.33498084,0.475,0.418,0,0.46
125,140850,FW,1,1,23/10/2013,164185,118257,0.508077861,0.475,0.418,0,0.55
115,141140,FW,1,1,23/10/2013,164185,118257,0.50176363,0.475,0.418,0,0.55
105,142260,FW,1,1,23/10/2013,164185,118257,0.477377635,0.475,0.418,0,0.54
95,141550,FW,1,1,23/10/2013,164185,118257,0.492836614,0.475,0.418,0,0.55
85,143330,FW,1,1,23/10/2013,164185,118257,0.4540803,0.475,0.418,0,0.53
75,140850,FW,1,1,23/10/2013,164185,118257,0.508077861,0.475,0.418,0,0.55
65,137250,FW,1,1,23/10/2013,164185,118257,0.586461418,0.475,0.418,0,0.59
55,139760,FW,1,1,23/10/2013,164185,118257,0.53181066,0.475,0.418,0,0.56
45,139760,FW,1,1,23/10/2013,164185,118257,0.53181066,0.475,0.418,0,0.56
35,138800,FW,1,1,23/10/2013,164185,118257,0.552712942,0.475,0.418,0,0.57
25,140280,FW,1,1,23/10/2013,164185,118257,0.520488591,0.475,0.418,0,0.56
15,144050,FW,1,1,23/10/2013,164185,118257,0.438403588,0.475,0.418,0,0.52
5,149190,FW,1,1,23/10/2013,164185,118257,0.326489288,0.475,0.418,0,0.46
125,130460,PA,1,1,01/11/2013,164185,118257,0.734301515,0.475,0.418,0,0.64
115,131360,PA,1,1,01/11/2013,164185,118257,0.714705626,0.475,0.418,0,0.64
105,131100,PA,1,1,01/11/2013,164185,118257,0.720366661,0.475,0.418,0,0.64
95,131460,PA,1,1,01/11/2013,164185,118257,0.712528305,0.475,0.418,0,0.64
85,135720,PA,1,1,01/11/2013,164185,118257,0.61977443,0.475,0.418,0,0.6
75,137250,PA,1,1,01/11/2013,164185,118257,0.586461418,0.475,0.418,0,0.59
65,137300,PA,1,1,01/11/2013,164185,118257,0.585372757,0.475,0.418,0,0.59
55,139140,PA,1,1,01/11/2013,164185,118257,0.545310051,0.475,0.418,0,0.57
45,138240,PA,1,1,01/11/2013,164185,118257,0.56490594,0.475,0.418,0,0.58
35,138580,PA,1,1,01/11/2013,164185,118257,0.557503048,0.475,0.418,0,0.57
25,136050,PA,1,1,01/11/2013,164185,118257,0.61258927,0.475,0.418,0,0.6
15,133660,PA,1,1,01/11/2013,164185,118257,0.664627243,0.475,0.418,0,0.62
125,140280,SP,1,1,01/11/2013,164185,118257,0.520488591,0.475,0.418,0,0.56
115,140970,SP,1,1,01/11/2013,164185,118257,0.505465076,0.475,0.418,0,0.55
